sampleDate,station,cruise,MM,YYYY,Valid,vessel,start_timeIn,end_timeOut,start_decLat,start_decLon,depth(m),day_or_night,sciName,commonName,stage,lengthType,length(mm),weight(g),p_towDistance,s_towDistance
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,27,0.27,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,22,0.15,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.26,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,22,0.16,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,24,0.19,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.21,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.19,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.23,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,21,0.12,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,21,0.1,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,31,0.45,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.25,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.23,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,27,0.24,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.24,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.26,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.25,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,28,0.28,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,,,,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.24,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.2,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,30,0.38,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,27,0.27,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,27,0.25,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,22,0.17,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,22,0.29,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,24,0.24,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,27,0.29,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.24,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.17,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,31,0.4,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,21,0.14,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.22,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,28,0.35,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.19,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.22,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,29,0.33,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.16,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.21,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,22,0.17,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.2,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,27,0.28,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,24,0.21,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,24,0.21,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,22,0.13,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,22,0.12,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.15,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.24,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.25,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,24,0.26,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,27,0.27,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.24,670,562
7/6/12,NH03,JUL 6 2012,7,2012,Y,Elakha,10:48:00,10:53:00,44.656333,-124.1305,46.7,Day,Isopsetta isolepis,Butter sole,YOY,SL,21,0.11,384,390
7/6/12,NH03,JUL 6 2012,7,2012,Y,Elakha,10:48:00,10:53:00,44.656333,-124.1305,46.7,Day,Isopsetta isolepis,Butter sole,YOY,SL,27,0.24,384,390
7/6/12,NH03,JUL 6 2012,7,2012,Y,Elakha,10:48:00,10:53:00,44.656333,-124.1305,46.7,Day,Isopsetta isolepis,Butter sole,YOY,SL,27,0.26,384,390
7/6/12,NH03,JUL 6 2012,7,2012,Y,Elakha,10:48:00,10:53:00,44.656333,-124.1305,46.7,Day,Isopsetta isolepis,Butter sole,YOY,SL,29,0.32,384,390
7/6/12,NH03,JUL 6 2012,7,2012,Y,Elakha,10:48:00,10:53:00,44.656333,-124.1305,46.7,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.23,384,390
7/6/12,NH03,JUL 6 2012,7,2012,Y,Elakha,10:48:00,10:53:00,44.656333,-124.1305,46.7,Day,Isopsetta isolepis,Butter sole,YOY,SL,20,0.1,384,390
7/6/12,NH03,JUL 6 2012,7,2012,Y,Elakha,10:48:00,10:53:00,44.656333,-124.1305,46.7,Day,Isopsetta isolepis,Butter sole,YOY,SL,30,0.35,384,390
7/6/12,NH03,JUL 6 2012,7,2012,Y,Elakha,10:48:00,10:53:00,44.656333,-124.1305,46.7,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.2,384,390
7/6/12,NH03,JUL 6 2012,7,2012,Y,Elakha,10:48:00,10:53:00,44.656333,-124.1305,46.7,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.23,384,390
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.14,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,24,0.22,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.22,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.28,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.19,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.23,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,27,0.29,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,27,0.29,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,24,0.19,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,22,0.15,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.19,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.19,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,24,0.18,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.16,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.2,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.16,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.18,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.24,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,34,0.61,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,,,,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,27,0.26,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.19,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.17,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.16,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.24,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,24,0.18,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.25,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.17,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.14,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.23,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.24,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.22,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,21,0.14,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.21,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,24,0.19,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.18,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,21,0.12,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,24,0.18,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,22,0.14,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.14,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,24,0.17,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,22,0.14,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,24,0.17,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,22,0.15,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.21,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.15,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.23,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,22,0.15,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.19,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.21,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,,,,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.22,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,29,0.32,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,21,0.12,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.23,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,22,0.13,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,21,0.12,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,,,,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.22,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,24,0.18,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,22,0.13,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,22,0.15,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,23,0.17,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,21,0.13,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,21,0.13,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.23,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,25,0.22,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,24,0.19,670,562
7/6/12,MB30,JUL 6 2012,7,2012,Y,Elakha,8:09:00,8:14:00,44.6905,-124.101667,29.9,Day,Isopsetta isolepis,Butter sole,YOY,SL,26,0.22,670,562
